EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
390608,MIAMI-DADE CO.,HOMESTEAD,06/15/2012,1415,Lightning, , ,0,3,0,0,FL,EST-5, ,65187,C,86,MFL,0,0,Broadcast Media, , , ,1,E,1,E,HOMESTEAD,06/15/2012,1415,25.4698,-80.4548,25.4698,-80.4548,"Three men were injured by a lightning strike at a construction site in Homestead. One of the men suffered from severe burns and another went into cardiac arrest. The ages of the victims were unclear and were taken to Ryder Trauma Center at Jackson Memorial Hospital. A third 29-year old male was taken to Homestead General Hospital where he was treated for minor injuries and released.","A surface frontal boundary moved into South Florida during the afternoon and generated numerous to widespread severe thunderstorms during the afternoon and early evening some with very large hail. Hail up to the size of baseballs and slightly larger was reported from two separate thunderstorms and this is only the sixth time since 1950 that baseball sized hail or larger has been reported anywhere in South Florida.",100
390581,MIAMI-DADE CO.,CORAL WAY VLG,06/15/2012,1420,Hail,2.00, ,0,0,0,0,FL,EST-5, ,65187,C,86,MFL,0,0,Public, , , ,1,ESE,1,ESE,CORAL WAY VLG,06/15/2012,1420,25.7408,-80.2797,25.7408,-80.2797,"Multiple reports of hail up to the size of limes in Coral Gables near the Biltmore Hotel.","A surface frontal boundary moved into South Florida during the afternoon and generated numerous to widespread severe thunderstorms during the afternoon and early evening some with very large hail. Hail up to the size of baseballs and slightly larger was reported from two separate thunderstorms and this is only the sixth time since 1950 that baseball sized hail or larger has been reported anywhere in South Florida.",101
390587,MIAMI-DADE CO.,MIAMI,06/15/2012,1520,Hail,1.00, ,0,0,0,0,FL,EST-5, ,65187,C,86,MFL,0,0,NWS Employee, , , ,1,ESE,1,ESE,MIAMI,06/15/2012,1520,25.767,-80.1905,25.767,-80.1905,"An off-duty NWS employee reported quarter sized hail in Downtown Miami near Brickel Avenue.","A surface frontal boundary moved into South Florida during the afternoon and generated numerous to widespread severe thunderstorms during the afternoon and early evening some with very large hail. Hail up to the size of baseballs and slightly larger was reported from two separate thunderstorms and this is only the sixth time since 1950 that baseball sized hail or larger has been reported anywhere in South Florida.",102
390589,MIAMI-DADE CO.,COCONUT GROVE,06/15/2012,1520,Hail,1.75, ,0,0,3000,0,FL,EST-5, ,65187,C,86,MFL,0,0,Trained Spotter, , , ,1,WSW,1,WSW,COCONUT GROVE,06/15/2012,1520,25.7277,-80.2583,25.7277,-80.2583,"Golf ball sized hail reported in Coconut Grove. Strong winds were also reported which toppled a tree onto a car, damaging the back window, top and side.","A surface frontal boundary moved into South Florida during the afternoon and generated numerous to widespread severe thunderstorms during the afternoon and early evening some with very large hail. Hail up to the size of baseballs and slightly larger was reported from two separate thunderstorms and this is only the sixth time since 1950 that baseball sized hail or larger has been reported anywhere in South Florida.",103
390590,MIAMI-DADE CO.,COCONUT GROVE,06/15/2012,1520,Hail,3.00, ,0,0,0,0,FL,EST-5, ,65187,C,86,MFL,0,0,Broadcast Media, , , ,1,W,1,W,COCONUT GROVE,06/15/2012,1520,25.73,-80.27,25.73,-80.27,"Hail the size of baseballs to large apples reported in the Coral Gables area. Pictures of the hail were received at the NWS office with a confirmed diameter of up to 3 inches.","A surface frontal boundary moved into South Florida during the afternoon and generated numerous to widespread severe thunderstorms during the afternoon and early evening some with very large hail. Hail up to the size of baseballs and slightly larger was reported from two separate thunderstorms and this is only the sixth time since 1950 that baseball sized hail or larger has been reported anywhere in South Florida.",104
391467,MIAMI-DADE CO.,GOLDEN BEACH,06/24/2012,1305,Tornado, ,EF0,0,0,10000,0,FL,EST-5, ,65352,C,86,MFL,0,0,Law Enforcement, ,0.5,20,1,N,2,N,GOLDEN BEACH,06/24/2012,1306,25.966,-80.118,25.975,-80.119,"The Golden Beach Police Department reported a waterspout moving onshore at the 400 block of Ocean Boulevard and quickly moving north along the beach side of Ocean Boulevard to the Broward County line. Path was approximately 0.5 miles. Beach chairs were tossed about 30 feet in the air, damage to trees and a hut in the 400-500 block of Ocean Boulevard. Most damage occurred at 625 Ocean Boulevard where doors and a large metal gate were blown down and twisted, along with tree branches snapped.","The outer bands from Tropical Storm Debby located in the Northeast Gulf of Mexico continued to move over South Florida. Severe thunderstorms developed during the late morning into the afternoon with severe wind gusts and eight tornadoes were also spawned. The eight tornadoes that occurred over a span of four hours was the most number of tornadoes in one day over the southern Florida peninsula since October 14, 1964 when Hurricane Isbell also spawned eight tornadoes. All of the tornadoes were of EF0 intensity.",105
397196,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,06/29/2012,1900,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,66203,C,86,MFL,0,0,Broadcast Media, , , ,2,SSW,2,SSW,HOMESTEAD GEN AVN AR,06/29/2012,1910,25.4682,-80.5669,25.4682,-80.5669,"Reports of a funnel cloud west of Homestead were relayed by local media. The pictures and video generated a fair amount of media interest even though the funnel did not touch down or cause damage.","Scattered afternoon and evening storms developed over South Florida in typically moist and unstable airmass along sea breeze and outflow boundaries.",106
397348,MIAMI-DADE CO.,REDLAND,07/16/2012,1315,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,66233,C,86,MFL,0,0,NWS Employee, , , ,0,N,0,N,REDLAND,07/16/2012,1315,25.53,-80.5,25.53,-80.5,"An NWS employee reported a rope-like funnel cloud over the Redlands west of Krome Avenue.","An upper level trough of low pressure moved across North Florida. This interacted with abundant tropical moisture over Southeast Florida along with an unstable airmass to produce scattered afternoon thunderstorms.",107
397355,MIAMI-DADE CO.,MIAMI SPGS,07/16/2012,1912,Hail,0.75, ,0,0,0,0,FL,EST-5, ,66233,C,86,MFL,0,0,Public, , , ,1,NW,1,NW,MIAMI SPGS,07/16/2012,1912,25.8281,-80.287,25.8281,-80.287,"Public reported penny sized hail off of Okeechobee Road near the John Preston Water Treatment Plant.","An upper level trough of low pressure moved across North Florida. This interacted with abundant tropical moisture over Southeast Florida along with an unstable airmass to produce scattered afternoon thunderstorms.",108
397359,MIAMI-DADE CO.,HIALEAH GARDENS,07/16/2012,1913,Hail,0.88, ,0,0,0,0,FL,EST-5, ,66233,C,86,MFL,0,0,Public, , , ,1,ENE,1,ENE,HIALEAH GARDENS,07/16/2012,1913,25.8552,-80.3186,25.8552,-80.3186,"Public reported nickel sized hail in Hialeah near West 16th Avenue and 37th Street.","An upper level trough of low pressure moved across North Florida. This interacted with abundant tropical moisture over Southeast Florida along with an unstable airmass to produce scattered afternoon thunderstorms.",109
397371,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,07/28/2012,1115,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,66240,C,86,MFL,0,0,Law Enforcement, , , ,2,SW,2,SW,HOMESTEAD GEN AVN AR,07/28/2012,1115,25.4789,-80.5785,25.4789,-80.5785,"A Law Enforcement Officer along with the Homestead Airport Observer reported a tiny funnel cloud developing at about 2 miles southwest from the Homestead General Airport.","Abundant tropical moisture along with instability and very light winds allowed for scattered showers to develop along the east coast sea breeze.",110
406404,MIAMI-DADE CO.,REDLAND,08/03/2012,1217,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,67751,C,86,MFL,0,0,Public, , , ,8,NW,8,NW,REDLAND,08/03/2012,1217,25.6087,-80.5902,25.6087,-80.5902,"Public reported a funnel cloud approximately 5 miles west of SW 168th Street in the Richmond Heights area.","A Tropical Wave from the northern Bahamas extending south to central Cuba and the western Caribbean Sea produced scattered thunderstorms during the afternoon across South Florida.",111
409649,COASTAL MIAMI-DADE COUNTY (ZONE), ,08/26/2012,0,Tropical Storm, , ,0,0,100000,0,FL,EST-5, ,68284,Z,173,MFL,0,0,Mesonet, , , , , , , , ,08/27/2012,1300, , , , ,"The center of Tropical Storm Isaac moved over the Florida Straits south of the Florida Keys on Sunday, August 26th, passing just south of Key West. Rain bands and winds on the north side of the circulation of Isaac affected Southeast Florida throughout the day of the 26th and part of the 27th. Highest winds over land were recorded along and near the southeast Florida coast where the highest sustained winds ranged from 40-45 mph, with 25-35 mph sustained winds over most inland areas as well as over southwest Florida. Highest wind gusts ranged from 50-60 mph over most land areas to as high as 65 mph along the Atlantic coast and just offshore.||Three-day rainfall totals ending at 8 AM August 28th ranged from 5-7 inches across southeast Florida to 3-5 inches over interior and southwest Florida. The primary exception was over northern metro Broward County and much of Palm Beach County where 8 to 12 inches fell, with maximum amounts up to 15-18 inches from west of Boynton Beach to Wellington, The Acreage, Royal Palm Beach and Loxahatchee. These areas of highest rainfall amounts experienced severe flooding with communities cut off for several days after the storm. ||Maximum storm tide values were observed at 4.9 feet at Naples, with estimates of 5 to 7 feet along the southern Collier County coast from Goodland to Everglades City. Highest estimated inundation values of up to 3 feet above ground level were noted in Goodland and Everglades City. Major beach erosion was also observed along the Collier County beaches, with moderate beach erosion along the Atlantic beaches. ||All of the associated effects of Isaac in south Florida resulted in about $17.2 million in property damage. Specifically, Isaac's inland flood waters resulted in about $10 million in damages, mostly in Palm Beach and Broward counties. Flooding caused by storm tides along the coast in Collier County resulted in about $400 thousand in damage. Damage from beach erosion in Collier and Broward counties was estimated at $6 million. Wind damage was estimated at $750,000.||Approximately 113,000 customers lost power during the storm in South Florida.","Tropical Storm Isaac moved west-northwest across the Florida Straits south of the Florida Keys on August 26. The northern edge of the wind and rain area associated with Isaac affected the South Florida peninsula throughout the day on the 26th. Isaac continued on a west-northwest track into the Gulf of Mexico on the 27th with winds, rain and flooding continuing over parts of South Florida.",112
409650,METROPOLITAN MIAMI-DADE (ZONE), ,08/26/2012,0,Tropical Storm, , ,0,0,0,0,FL,EST-5, ,68284,Z,74,MFL,0,0,Mesonet, , , , , , , , ,08/27/2012,1300, , , , ,"The center of Tropical Storm Isaac moved over the Florida Straits south of the Florida Keys on Sunday, August 26th, passing just south of Key West. Rain bands and winds on the north side of the circulation of Isaac affected Southeast Florida throughout the day of the 26th and part of the 27th. Highest winds over land were recorded along and near the southeast Florida coast where the highest sustained winds ranged from 40-45 mph, with 25-35 mph sustained winds over most inland areas as well as over southwest Florida. Highest wind gusts ranged from 50-60 mph over most land areas to as high as 65 mph along the Atlantic coast and just offshore.||Three-day rainfall totals ending at 8 AM August 28th ranged from 5-7 inches across southeast Florida to 3-5 inches over interior and southwest Florida. The primary exception was over northern metro Broward County and much of Palm Beach County where 8 to 12 inches fell, with maximum amounts up to 15-18 inches from west of Boynton Beach to Wellington, The Acreage, Royal Palm Beach and Loxahatchee. These areas of highest rainfall amounts experienced severe flooding with communities cut off for several days after the storm. ||Maximum storm tide values were observed at 4.9 feet at Naples, with estimates of 5 to 7 feet along the southern Collier County coast from Goodland to Everglades City. Highest estimated inundation values of up to 3 feet above ground level were noted in Goodland and Everglades City. Major beach erosion was also observed along the Collier County beaches, with moderate beach erosion along the Atlantic beaches. ||All of the associated effects of Isaac in south Florida resulted in about $17.2 million in property damage. Specifically, Isaac's inland flood waters resulted in about $10 million in damages, mostly in Palm Beach and Broward counties. Flooding caused by storm tides along the coast in Collier County resulted in about $400 thousand in damage. Damage from beach erosion in Collier and Broward counties was estimated at $6 million. Wind damage was estimated at $750,000.||Approximately 113,000 customers lost power during the storm in South Florida.","Tropical Storm Isaac moved west-northwest across the Florida Straits south of the Florida Keys on August 26. The northern edge of the wind and rain area associated with Isaac affected the South Florida peninsula throughout the day on the 26th. Isaac continued on a west-northwest track into the Gulf of Mexico on the 27th with winds, rain and flooding continuing over parts of South Florida.",113
409651,INLAND MIAMI-DADE (ZONE), ,08/26/2012,0,Tropical Storm, , ,0,0,0,0,FL,EST-5, ,68284,Z,73,MFL,0,0,Mesonet, , , , , , , , ,08/27/2012,1300, , , , ,"The center of Tropical Storm Isaac moved over the Florida Straits south of the Florida Keys on Sunday, August 26th, passing just south of Key West. Rain bands and winds on the north side of the circulation of Isaac affected Southeast Florida throughout the day of the 26th and part of the 27th. Highest winds over land were recorded along and near the southeast Florida coast where the highest sustained winds ranged from 40-45 mph, with 25-35 mph sustained winds over most inland areas as well as over southwest Florida. Highest wind gusts ranged from 50-60 mph over most land areas to as high as 65 mph along the Atlantic coast and just offshore.||Three-day rainfall totals ending at 8 AM August 28th ranged from 5-7 inches across southeast Florida to 3-5 inches over interior and southwest Florida. The primary exception was over northern metro Broward County and much of Palm Beach County where 8 to 12 inches fell, with maximum amounts up to 15-18 inches from west of Boynton Beach to Wellington, The Acreage, Royal Palm Beach and Loxahatchee. These areas of highest rainfall amounts experienced severe flooding with communities cut off for several days after the storm. ||Maximum storm tide values were observed at 4.9 feet at Naples, with estimates of 5 to 7 feet along the southern Collier County coast from Goodland to Everglades City. Highest estimated inundation values of up to 3 feet above ground level were noted in Goodland and Everglades City. Major beach erosion was also observed along the Collier County beaches, with moderate beach erosion along the Atlantic beaches. ||All of the associated effects of Isaac in south Florida resulted in about $17.2 million in property damage. Specifically, Isaac's inland flood waters resulted in about $10 million in damages, mostly in Palm Beach and Broward counties. Flooding caused by storm tides along the coast in Collier County resulted in about $400 thousand in damage. Damage from beach erosion in Collier and Broward counties was estimated at $6 million. Wind damage was estimated at $750,000.||Approximately 113,000 customers lost power during the storm in South Florida.","Tropical Storm Isaac moved west-northwest across the Florida Straits south of the Florida Keys on August 26. The northern edge of the wind and rain area associated with Isaac affected the South Florida peninsula throughout the day on the 26th. Isaac continued on a west-northwest track into the Gulf of Mexico on the 27th with winds, rain and flooding continuing over parts of South Florida.",114
411231,COASTAL MIAMI-DADE COUNTY (ZONE), ,08/26/2012,0,Storm Surge/Tide, , ,0,0,0,0,FL,EST-5, ,68284,Z,173,MFL,0,0,Mesonet, , , , , , , , ,08/27/2012,1100, , , , ,"Maximum storm surge at Virginia Key was measured at 1.3 feet, leading to moderate to locally severe beach erosion along the Miami-Dade County coast.","Tropical Storm Isaac moved west-northwest across the Florida Straits south of the Florida Keys on August 26. The northern edge of the wind and rain area associated with Isaac affected the South Florida peninsula throughout the day on the 26th. Isaac continued on a west-northwest track into the Gulf of Mexico on the 27th with winds, rain and flooding continuing over parts of South Florida.",115
413193,MIAMI-DADE CO.,OPA LOCKA,09/07/2012,1210,Hail,0.88, ,0,0,0,0,FL,EST-5, ,68885,C,86,MFL,0,0,Public, , , ,1,ENE,1,ENE,OPA LOCKA,09/07/2012,1210,25.9254,-80.2686,25.9254,-80.2686,"A member of the public reported nickel-sized hail and a downed Ficus tree near the Palmetto Expressway/State Route 826 and LeJuene/Northwest 42nd Avenue.","An upper level low pressure area off the North Florida coast and a broad upper trough moving into the eastern U.S. produced scattered afternoon thunderstorms across South Florida.",116
413194,MIAMI-DADE CO.,WESTWOOD LAKES,09/19/2012,1815,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,EG,68887,C,86,MFL,0,0,Broadcast Media, , , ,3,SSW,3,SSW,WESTWOOD LAKES,09/19/2012,1815,25.6858,-80.3961,25.6858,-80.3961,"Media reports a downed palm tree on Kendall Drive between 122nd and 127th Avenues. Other reports and observations also indicated broken large tree branches in this same area.","A weak cold front was located across North Florida with an upper level trough moving into the eastern U.S. producing scattered thunderstorms over South Florida.",117
415904,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/2012,500,Tropical Storm, , ,0,0,0,0,FL,EST-5, ,69313,Z,173,MFL,0,0,Mesonet, , , , , , , , ,10/26/2012,1700, , , , ,"Hurricane Sandy began to affect the Miami-Dade County coast and its adjacent Atlantic waters with tropical storm force winds during the early morning of October 25th as it moved north across the northwest Bahamas. Virginia Key reported a sustained wind of 40 mph shortly after 0500 LST with gusts to 50 mph. Sustained tropical storm force winds were observed at several coastal observations through the course of the day with a peak gust of 58 knots...or 67 mph being observed at the Fowey Rocks C-Man Station at 1200 LST. A peak gust of 52 knots...or 60 mph was observed at the Turkey Point Nuclear Power Plant. As Hurricane Sandy continued to move north and then northeast over the Atlantic waters north of the Bahamas, large northeast swells generated by the storm pummeled the Southeast Florida coast through October 30th with beach erosion and coastal flooding reported along the northeast shore of Miami-Dade County including the communities of Sunny Isles, Bal Harbour and Surfside. Large breaking of waves estimated at around 10 feet were reported along the coast of Miami-Dade County.||A maximum storm tide of 4.15 feet above mean lower low water (MLLW) was observed at Virginia Key on October 28th at 848 AM, along with a maximum storm surge of 1.44 feet. ||Only minor wind damage was noted, primarily to vegetation. A total 57,870 customers lost power. Exact damage figures are unknown for Miami-Dade County but are believed to be primarily from beach erosion.","Hurricane Sandy moved north across the northwest Bahamas producing tropical storm force winds along the southeast coast of Florida including the adjacent Atlantic waters with significant beach erosion.",118
417993,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/26/2012,100,Storm Surge/Tide, , ,0,0,0,0,FL,EST-5, ,69313,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/30/2012,2100, , , , ,"A maximum storm tide of 4.15 feet above mean lower low water (MLLW) was observed at Virginia Key on October 28th at 848 AM EDT, along with a maximum storm surge of 1.44 feet. Similar tide and surge levels were measured at the highest daily high tide during this period, generally between 7 and 9 AM. Minor flooding was noted in Miami Beach.","Hurricane Sandy moved north across the northwest Bahamas producing tropical storm force winds along the southeast coast of Florida including the adjacent Atlantic waters with significant beach erosion.",119
419577,MIAMI-DADE CO.,SOUTH MIAMI HGTS,01/04/2013,1330,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,69951,C,86,MFL,0,0,NWS Employee, , , ,2,WSW,2,WSW,SOUTH MIAMI HGTS,01/04/2013,1342,25.59,-80.4165,25.59,-80.4165,"Numerous reports of a large funnel cloud were received in the South Miami-Dade County area from areas as far away as Kendall to Cutler Bay. An off duty NWS employee reported that the funnel cloud was located a few miles south-southwest of Zoo Miami near the intersection of SW 190th St. and SW 137th Ave. The funnel lasted about 12 minutes. There were no reports of touchdown. The event was covered quite extensively by broadcast and print media.","The east coast sea breeze moved inland during the afternoon across Miami-Dade County producing a line of cumulus clouds and large funnel clouds.",120
419578,MIAMI-DADE CO.,SWEET WATER,01/04/2013,1540,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,69951,C,86,MFL,0,0,NWS Employee, , , ,2,NW,2,NW,SWEET WATER,01/04/2013,1545,25.7937,-80.3914,25.7937,-80.3914,"An off duty NWS employee, along with a Channel 4 helicopter and several reports from the public, indicated a funnel cloud near the Dolphin Mall in Sweetwater. The funnel lasted a few minutes and then dissipated.","The east coast sea breeze moved inland during the afternoon across Miami-Dade County producing a line of cumulus clouds and large funnel clouds.",121
442586,MIAMI-DADE CO.,SOUTH MIAMI,03/20/2013,1651,Hail,0.75, ,0,0,0,0,FL,EST-5, ,73276,C,86,MFL,0,0,NWS Employee, , , ,1,ENE,1,ENE,SOUTH MIAMI,03/20/2013,1651,25.71,-80.26,25.71,-80.26,"An NWS employee reported dime-sized hail in Coconut Grove.","A cold front moved across South Florida during the afternoon causing scattered showers and a few thunderstorms.",122
442587,MIAMI-DADE CO.,KEY BISCAYNE,03/20/2013,1706,Hail,0.88, ,0,0,0,0,FL,EST-5, ,73276,C,86,MFL,0,0,Public, , , ,4,ENE,4,ENE,KEY BISCAYNE,03/20/2013,1706,25.69,-80.16,25.69,-80.16,"A member of the public reported nickel-sized hail on Key Biscayne.","A cold front moved across South Florida during the afternoon causing scattered showers and a few thunderstorms.",123
446291,MIAMI-DADE CO.,EL PORTAL,04/01/2013,1300,Hail,0.88, ,0,0,0,0,FL,EST-5, ,73759,C,86,MFL,0,0,NWS Employee, , , ,1,SSW,1,SSW,EL PORTAL,04/01/2013,1300,25.8388,-80.1843,25.8388,-80.1843,"Nickel sized hail was reported by an off duty NWS employee at the intersection of NE 69th Street and Biscayne Blvd.","A broad upper level trough of low pressure over the eastern U.S. produced severe thunderstorms over Miami-Dade County during the afternoon.",124
446294,MIAMI-DADE CO.,SOUTH MIAMI,04/01/2013,1402,Hail,0.88, ,0,0,0,0,FL,EST-5, ,73759,C,86,MFL,0,0,Trained Spotter, , , ,2,WNW,2,WNW,SOUTH MIAMI,04/01/2013,1402,25.7117,-80.3009,25.7117,-80.3009,"Nickel sized hail was reported by a trained spotter in South Miami near the intersection of SW 63rd Terrace and SW 66th Ave.","A broad upper level trough of low pressure over the eastern U.S. produced severe thunderstorms over Miami-Dade County during the afternoon.",125
446323,MIAMI-DADE CO.,BISCAYNE PARK,04/15/2013,1100,Heavy Rain, , ,0,0,0,0,FL,EST-5, ,73762,C,86,MFL,0,0,Broadcast Media, , , ,1,NNE,1,NNE,BISCAYNE PARK,04/15/2013,1300,25.7839,-80.1422,25.7839,-80.1422,"Nearly six inches of rain fell on Miami Beach during a short duration and caused significant street flooding. One resident near the intersection of 13th Street and West Ave. reported water flooded his music room and the front yard of his house. Neighbors also spent the afternoon drying up the entrances to their apartments. There was no other serious reports of damage.","A weak upper level trough of low pressure moved across South Florida along with a stationary frontal boundary over North Florida resulting in isolated severe thunderstorms over the Miami metropolitan region during the afternoon.",126
446321,MIAMI-DADE CO.,ALADDIN CITY,04/15/2013,1401,Hail,0.88, ,0,0,0,0,FL,EST-5, ,73762,C,86,MFL,0,0,Broadcast Media, , , ,2,SE,2,SE,ALADDIN CITY,04/15/2013,1401,25.55,-80.45,25.55,-80.45,"Media reported nickel sized hail in the Redlands area.","A weak upper level trough of low pressure moved across South Florida along with a stationary frontal boundary over North Florida resulting in isolated severe thunderstorms over the Miami metropolitan region during the afternoon.",127
446320,MIAMI-DADE CO.,ALADDIN CITY,04/15/2013,1459,Thunderstorm Wind,53.00, ,0,0,0,0,FL,EST-5,MG,73762,C,86,MFL,0,0,Mesonet, , , ,1,ESE,1,ESE,ALADDIN CITY,04/15/2013,1459,25.56,-80.45,25.56,-80.45,"Mesonet located 3 miles north northwest of Naranja reported a thunderstorm wind gust of 61 mph. Broadcast media also relayed a report of a carport getting blown onto a residence in the same area.","A weak upper level trough of low pressure moved across South Florida along with a stationary frontal boundary over North Florida resulting in isolated severe thunderstorms over the Miami metropolitan region during the afternoon.",128
447395,MIAMI-DADE CO.,WEST MIAMI,04/30/2013,1330,Flash Flood, , ,0,0,1000,0,FL,EST-5, ,73945,C,86,MFL,0,0,Law Enforcement,Heavy Rain, , ,1,SSW,2,WNW,COCONUT GROVE,04/30/2013,1530,25.7507,-80.275,25.7394,-80.2734,"A nearly stationary thunderstorm over Coral Gables produced torrential rainfall over a period of about two hours with rainfall estimates in excess of six inches and an unofficial, measured report just west of Coral Gables of 7.56 inches. Law enforcement reported water was entering garages along Anderson Rd. between Palermo Ave. and Camilo Ave. Water was also reported to be entering businesses along Miracle Mile near Galiano St. A parking lot was flooded along Biltmore Way with water reported to be up to the bottom of car doors.","A broad upper level trough covered the eastern U.S. with abundant tropical moisture across South Florida resulting in scattered thunderstorms along the southeast coast.",129
454086,MIAMI-DADE CO.,MEDLEY,05/09/2013,1720,Hail,1.00, ,0,0,0,0,FL,EST-5, ,75113,C,86,MFL,0,0,Public, , , ,2,NNE,2,NNE,MEDLEY,05/09/2013,1720,25.8567,-80.3077,25.8567,-80.3077,"A member of the public reported quarter-sized hail 2 miles north-northeast of Medley.","A weak upper level trough of low pressure moved across South Florida producing scattered strong to severe thunderstorms.",130
454087,MIAMI-DADE CO.,HIALEAH GARDENS,05/09/2013,1753,Hail,0.75, ,0,0,0,0,FL,EST-5, ,75113,C,86,MFL,0,0,NWS Employee, , , ,1,ENE,1,ENE,HIALEAH GARDENS,05/09/2013,1753,25.8534,-80.3225,25.8534,-80.3225,"An off duty NWS employee reported penny-sized hail near the intersection of Palmetto Expressway and Okeechobee Road.","A weak upper level trough of low pressure moved across South Florida producing scattered strong to severe thunderstorms.",131
456942,MIAMI-DADE CO.,GOLDEN BEACH,05/20/2013,2100,Lightning, , ,0,2,0,0,FL,EST-5, ,75704,C,86,MFL,0,0,Law Enforcement, , , ,2,W,2,W,GOLDEN BEACH,05/20/2013,2100,25.9498,-80.1452,25.9498,-80.1452,"Two persons, a 40-year-old man and a 32-year-old woman, were struck by lightning at Aventura Mall close to 10 PM EDT. Both were hospitalized and were released the following day.","A mid to upper level low pressure area over Florida combined with a moist east flow to produce periods of torrential downpours and thunderstorms over the course of the day across southeast Florida. Over 2,000 customers were without power in the three-county region of southeast Florida.",132
457140,MIAMI-DADE CO.,PRINCETON,05/22/2013,900,Funnel Cloud, , ,0,0,0,0,FL,EST-5, ,75731,C,86,MFL,0,0,Broadcast Media, , , ,0,N,0,N,PRINCETON,05/22/2013,900,25.53,-80.42,25.53,-80.42,"Pictures were relayed by WSVN-TV of funnel clouds in the Princeton area of southern Miami-Dade County.","High moisture and instability led to thunderstorms developing over parts of southeast Florida.",133
461668,MIAMI-DADE CO.,NORTH MIAMI BEACH,06/07/2013,1545,Flash Flood, , ,0,0,0,0,FL,EST-5, ,76499,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,S,3,NW,GOLDEN BEACH,06/07/2013,2030,25.9052,-80.1782,25.9741,-80.1529,"Several sources including the broadcast media, local storm spotters and city officials reported severe flooding from a nearly stationary thunderstorm across the northeast portion of Miami-Dade County extending northward into the Hollywood area of southeast Broward County. The first report was from the media of impassable roads in the Waterways section of Aventura, north of Aventura Mall at 4:53 PM EDT with reports several minutes later from the media relayed from the Aventura Police Department that over 50 vehicles were disabled in that same area. A trained spotter at the same time reported disabled vehicles and impassable roads near NE 170th St. and NE 15th Ave. in North Miami. Several reports of flooding were received between 5:30 PM and 9 PM EDT across the same areas. Severe flooding was reported in the 1200 block of NE 144 Street which required the relocation of 24 families. City officials in Golden Beach of northeast Miami-Dade County reported hundreds of people stranded in their vehicles. An off-duty NWS employee also reported significant flooding in his condominium parking garage in Aventura. A South Florida Water Management District rain gauge recorded 13.15 inches of rain in North Miami Beach at 5:53 PM EDT with storm total at the same gauge by 9 PM EDT recording 13.94 inches. Other rainfall reports received were 11.71 inches at the FIU Biscayne Campus in North Miami Beach and 9.89 inches at North Miami/Keystone Point.","The outer bands from Tropical Storm Andrea located along the South Carolina coast continued to move across southeast Florida resulting in torrential rains along the coastal sections of Broward and northeast Miami-Dade Counties.",134
461684,MIAMI-DADE CO.,(OPF)OPA LOCKA ARPT,06/29/2013,1317,Thunderstorm Wind,52.00, ,0,0,0,0,FL,EST-5,MG,76551,C,86,MFL,0,0,ASOS, , , ,1,E,1,E,(OPF)OPA LOCKA ARPT,06/29/2013,1317,25.901,-80.2688,25.901,-80.2688,"The ASOS at Opa-Locka Airport recorded a wind gust of 52 Knots...60 mph...in an isolated severe thunderstorm. The Miami-Dade Fire Rescue at the airport also recorded a gust of 57 mph.","A large scale upper level trough of low pressure across the eastern U.S. along with a surface trough over the northwest Bahamas caused scattered showers and thunderstorms across South Florida during the afternoon.",135
